,id,types,rarity,skin,total_traits,traits,total_hidden_traits,hidden_traits
3222,6222,Male,8330,Albino,3,"Clown Eyes Green,Earring,Headband",0,
3223,6223,Female,5408,Light,3,"Black Lipstick,Purple Eye Shadow,Wild Hair",0,
3224,6224,Female,2719,Dark,4,"Clown Eyes Green,Earring,Medical Mask,Straight Hair",1,Earring
3225,6225,Male,4478,Light,1,Pipe,0,
3226,6226,Male,3236,Mid,4,"Earring,Horned Rim Glasses,Purple Hair,Shadow Beard",1,Earring
3227,6227,Female,6395,Mid,2,"3D Glasses,Headband",0,
3228,6228,Male,6792,Mid,3,"Classic Shades,Headband,Normal Beard Black",0,
3229,6229,Male,3304,Dark,5,"Cigarette,Earring,Eye Patch,Knitted Cap,Smile",0,
3230,6230,Female,9318,Dark,2,"Cigarette,Mohawk",0,
3231,6231,Female,113,Mid,3,"Choker,Half Shaved,Hot Lipstick",0,
3232,6232,Male,6567,Mid,2,"3D Glasses,Bandana",0,
3233,6233,Male,4033,Dark,4,"Cigarette,Eye Patch,Police Cap,Shadow Beard",0,
3234,6234,Male,7046,Albino,3,"Classic Shades,Normal Beard,Wild Hair",0,
3235,6235,Female,7851,Dark,3,"Crazy Hair,Hot Lipstick,Pipe",0,
3236,6236,Male,7379,Light,3,"Muttonchops,Regular Shades,Shaved Head",0,
3237,6237,Male,1363,Light,3,"3D Glasses,Cowboy Hat,Handlebars",0,
3238,6238,Male,6612,Mid,2,"Cap,Mustache",0,
3239,6239,Female,1705,Dark,3,"Earring,Mole,Wild Blonde",0,
3240,6240,Male,3409,Light,4,"3D Glasses,Earring,Frumpy Hair,Gold Chain",0,
3241,6241,Male,4949,Mid,3,"Clown Eyes Blue,Hoodie,Mole",0,
3242,6242,Female,880,Mid,2,"Blonde Bob,Spots",0,
3243,6243,Female,2237,Light,4,"Classic Shades,Half Shaved,Hot Lipstick,Mole",0,
3244,6244,Male,4526,Mid,1,Mole,0,
3245,6245,Female,7873,Mid,4,"Black Lipstick,Earring,Mohawk,Pipe",0,
3246,6246,Male,9120,Dark,4,"Mohawk Thin,Mole,Regular Shades,Shadow Beard",0,
3247,6247,Male,4663,Light,3,"Cap Forward,Normal Beard,Small Shades",0,
3248,6248,Male,7910,Light,2,"Messy Hair,Pipe",0,
3249,6249,Female,2567,Light,3,"Clown Eyes Green,Purple Lipstick,Straight Hair Dark",0,
3250,6250,Female,263,Light,2,"Orange Side,Purple Eye Shadow",0,
3251,6251,Male,6276,Dark,4,"3D Glasses,Do-rag,Earring,Mustache",0,
3252,6252,Male,812,Mid,4,"Big Shades,Goat,Pipe,Top Hat",0,
3253,6253,Female,2701,Light,2,"Cigarette,Straight Hair Dark",0,
3254,6254,Male,5608,Mid,4,"Bandana,Earring,Eye Patch,Handlebars",0,
3255,6255,Female,690,Mid,3,"Eye Mask,Pink With Hat,Purple Lipstick",0,
3256,6256,Female,1205,Mid,3,"Blonde Short,Earring,Hot Lipstick",0,
3257,6257,Female,9947,Dark,3,"Bandana,Black Lipstick,Cigarette",0,
3258,6258,Male,8986,Mid,2,"Mohawk Dark,Shadow Beard",0,
3259,6259,Female,9301,Light,3,"Earring,Hot Lipstick,Mohawk Thin",0,
3260,6260,Male,7865,Light,3,"Earring,Mohawk Dark,Pipe",0,
3261,6261,Male,7857,Dark,3,"Big Shades,Knitted Cap,Pipe",0,
3262,6262,Male,1752,Dark,5,"Big Beard,Cap,Earring,Mole,Nerd Glasses",0,
3263,6263,Female,2732,Mid,3,"Black Lipstick,Purple Eye Shadow,Straight Hair",0,
3264,6264,Male,3963,Albino,2,"3D Glasses,Police Cap",0,
3265,6265,Female,2787,Mid,4,"Black Lipstick,Clown Eyes Blue,Earring,Straight Hair",1,Earring
3266,6266,Male,896,Dark,3,"Medical Mask,Shaved Head,Spots",0,
3267,6267,Male,6633,Albino,4,"Crazy Hair,Earring,Eye Patch,Mustache",0,
3268,6268,Male,6309,Dark,3,"Classic Shades,Luxurious Beard,Shaved Head",0,
3269,6269,Male,6520,Dark,4,"Earring,Horned Rim Glasses,Luxurious Beard,Messy Hair",0,
3270,6270,Female,738,Mid,2,"Mole,Pink With Hat",0,
3271,6271,Male,4204,Mid,3,"Bandana,Classic Shades,Clown Nose",0,
3272,6272,Female,8352,Mid,2,"Clown Eyes Green,Crazy Hair",0,
3273,6273,Female,3621,Dark,3,"Cigarette,Green Eye Shadow,Tassle Hat",0,
3274,6274,Male,6814,Dark,4,"Earring,Knitted Cap,Normal Beard Black,Regular Shades",0,
3275,6275,Zombie,549,Zombie,2,"Mohawk Dark,Shadow Beard",0,
3276,6276,Male,7581,Dark,2,"Mole,Shaved Head",0,
3277,6277,Female,1882,Mid,4,"Blonde Bob,Earring,Green Eye Shadow,Silver Chain",1,Earring
3278,6278,Female,9674,Mid,3,"Cigarette,Messy Hair,Nerd Glasses",0,
3279,6279,Male,1080,Dark,2,"Frumpy Hair,Rosy Cheeks",0,
3280,6280,Male,1469,Light,2,"Cowboy Hat,Nerd Glasses",0,
3281,6281,Female,3073,Mid,3,"Black Lipstick,Dark Hair,Nerd Glasses",0,
3282,6282,Male,6109,Dark,3,"Bandana,Front Beard,Nerd Glasses",0,
3283,6283,Male,3404,Mid,3,"Front Beard,Gold Chain,Stringy Hair",0,
3284,6284,Male,6691,Mid,3,"Earring,Frumpy Hair,Mustache",0,
3285,6285,Female,5736,Mid,2,"Green Eye Shadow,Headband",0,
3286,6286,Female,2036,Mid,3,"Black Lipstick,Half Shaved,Vape",0,
3287,6287,Male,3875,Dark,2,"Classic Shades,Fedora",0,
3288,6288,Female,4479,Mid,1,Pipe,0,
3289,6289,Male,4310,Dark,4,"Mohawk Dark,Shadow Beard,Small Shades,Smile",0,
3290,6290,Female,9797,Light,3,"Big Shades,Hot Lipstick,Stringy Hair",0,
3291,6291,Male,4345,Dark,3,"Mohawk,Regular Shades,Smile",0,
3292,6292,Female,5639,Mid,2,"Blue Eye Shadow,Headband",0,
3293,6293,Female,4107,Light,4,"Clown Nose,Green Eye Shadow,Hot Lipstick,Knitted Cap",0,
3294,6294,Female,8721,Light,3,"Classic Shades,Crazy Hair,Hot Lipstick",0,
3295,6295,Male,3350,Light,5,"Cigarette,Earring,Eye Patch,Normal Beard Black,Stringy Hair",0,
3296,6296,Male,2632,Albino,2,"Big Shades,Clown Hair Green",0,
3297,6297,Zombie,481,Zombie,3,"Cigarette,Nerd Glasses,Top Hat",0,
3298,6298,Female,8344,Dark,3,"Clown Eyes Green,Crazy Hair,Purple Lipstick",0,
3299,6299,Male,9898,Light,2,"Bandana,Shadow Beard",0,
3300,6300,Female,9038,Mid,4,"Earring,Hot Lipstick,Mohawk Dark,Mole",0,
3301,6301,Male,5148,Mid,4,"Earring,Front Beard Dark,Messy Hair,Nerd Glasses",0,
3302,6302,Female,2994,Mid,3,"Blue Eye Shadow,Dark Hair,Mole",0,
3303,6303,Male,5257,Light,3,"Cap,Frown,Small Shades",0,
3304,6304,Zombie,545,Zombie,2,"Crazy Hair,Regular Shades",0,
3305,6305,Female,7891,Dark,2,"Frumpy Hair,Pipe",0,
3306,6306,Male,4760,Dark,2,"Cap Forward,Horned Rim Glasses",0,
3307,6307,Male,2959,Albino,3,"Shadow Beard,Silver Chain,Wild Hair",0,
3308,6308,Male,4834,Dark,2,"Chinstrap,Hoodie",0,
3309,6309,Female,2291,Dark,3,"Horned Rim Glasses,Hot Lipstick,Red Mohawk",0,
3310,6310,Male,7913,Light,3,"Horned Rim Glasses,Pipe,Stringy Hair",0,
3311,6311,Male,2172,Light,2,"Small Shades,Vampire Hair",0,
3312,6312,Male,7878,Albino,2,"Mohawk Thin,Pipe",0,
3313,6313,Male,9094,Light,4,"Cigarette,Classic Shades,Mohawk,Shadow Beard",0,
3314,6314,Male,7659,Albino,3,"Peak Spike,Shadow Beard,Small Shades",0,
3315,6315,Male,4003,Light,3,"Muttonchops,Police Cap,VR",0,
3316,6316,Male,6518,Light,3,"3D Glasses,Messy Hair,Shadow Beard",0,
3317,6317,Male,6543,Mid,3,"3D Glasses,Earring,Stringy Hair",0,
3318,6318,Male,7150,Light,4,"Earring,Eye Mask,Mohawk,Mole",0,
3319,6319,Male,1769,Light,2,"Big Beard,Big Shades",0,
3320,6320,Female,2899,Mid,3,"3D Glasses,Messy Hair,Silver Chain",0,
3321,6321,Female,8402,Light,4,"Cigarette,Clown Eyes Green,Frumpy Hair,Purple Lipstick",0,
3322,6322,Male,2366,Dark,2,"Mole,Vampire Hair",0,
3323,6323,Female,9164,Dark,2,"Mohawk Thin,Regular Shades",0,
3324,6324,Female,8411,Light,2,"Clown Eyes Green,Frumpy Hair",0,
3325,6325,Male,8919,Light,3,"Earring,Knitted Cap,Mole",0,
3326,6326,Female,2662,Albino,2,"Black Lipstick,Clown Hair Green",0,
3327,6327,Male,7493,Dark,3,"Do-rag,Regular Shades,Shadow Beard",0,
3328,6328,Male,2954,Mid,2,"Mohawk,Silver Chain",0,
3329,6329,Female,2774,Light,3,"Purple Lipstick,Straight Hair,VR",0,
3330,6330,Male,7252,Mid,3,"Cap,Goat,Regular Shades",0,
3331,6331,Female,5397,Light,2,"Mohawk Thin,Purple Eye Shadow",0,
3332,6332,Male,4485,Dark,1,VR,0,
3333,6333,Male,6952,Light,4,"Big Shades,Cap,Cigarette,Normal Beard",0,
3334,6334,Male,3417,Dark,4,"Do-rag,Gold Chain,Shadow Beard,Small Shades",0,
3335,6335,Male,7714,Dark,3,"Earring,Mohawk Thin,Muttonchops",0,
3336,6336,Male,86,Mid,2,"Beanie,Shadow Beard",0,
3337,6337,Male,9011,Light,2,"Big Shades,Mohawk Dark",0,
3338,6338,Female,1533,Light,2,"Blue Eye Shadow,Wild Blonde",0,
3339,6339,Male,4513,Light,1,Horned Rim Glasses,0,
3340,6340,Female,3092,Mid,4,"Dark Hair,Earring,Hot Lipstick,Mole",1,Earring
3341,6341,Female,4553,Dark,2,"Clown Eyes Blue,Mole",0,
3342,6342,Male,1435,Mid,3,"Cowboy Hat,Earring,Small Shades",0,
3343,6343,Female,5802,Mid,3,"Green Eye Shadow,Purple Lipstick,Wild Hair",0,
3344,6344,Male,3237,Mid,4,"Cigarette,Nerd Glasses,Purple Hair,Shadow Beard",0,
3345,6345,Female,403,Light,3,"Black Lipstick,Welding Goggles,Wild White Hair",0,
3346,6346,Male,7137,Dark,2,"Eye Mask,Knitted Cap",0,
3347,6347,Female,5738,Mid,4,"Black Lipstick,Cigarette,Crazy Hair,Green Eye Shadow",0,
3348,6348,Female,464,Dark,2,"Frumpy Hair,Welding Goggles",0,
3349,6349,Male,5889,Light,4,"Earring,Headband,Shadow Beard,Vape",0,
3350,6350,Female,1679,Mid,4,"Earring,Hot Lipstick,Nerd Glasses,Straight Hair Blonde",1,Earring
3351,6351,Male,2864,Dark,3,"Fedora,Front Beard,Silver Chain",0,
3352,6352,Female,1282,Dark,3,"Clown Eyes Blue,Hot Lipstick,Wild White Hair",0,
3353,6353,Male,7537,Mid,4,"Big Shades,Cigarette,Earring,Shaved Head",0,
3354,6354,Male,5231,Mid,3,"Earring,Frown,Shaved Head",0,
3355,6355,Male,6617,Light,3,"Mustache,Small Shades,Wild Hair",0,
3356,6356,Male,4514,Light,1,Big Shades,0,
3357,6357,Female,1197,Albino,3,"Blonde Short,Earring,Purple Lipstick",0,
3358,6358,Female,3575,Mid,3,"Medical Mask,Messy Hair,Purple Lipstick",1,Lipstick
3359,6359,Male,923,Dark,3,"Chinstrap,Peak Spike,Spots",0,
3360,6360,Male,1393,Mid,4,"Cowboy Hat,Earring,Mustache,Regular Shades",0,
3361,6361,Male,8289,Albino,3,"Frumpy Hair,Shadow Beard,Small Shades",0,
3362,6362,Male,6904,Dark,3,"Eye Mask,Mohawk Thin,Normal Beard",0,
3363,6363,Male,5973,Albino,2,"Front Beard,Shaved Head",0,
3364,6364,Male,6851,Mid,3,"Earring,Mohawk Thin,Normal Beard Black",0,
3365,6365,Female,2727,Dark,4,"Clown Eyes Green,Clown Nose,Purple Lipstick,Straight Hair",0,
3366,6366,Male,6729,Light,2,"Bandana,Mustache",0,
3367,6367,Male,3358,Dark,5,"Cigarette,Earring,Muttonchops,Shaved Head,VR",0,
3368,6368,Female,2713,Light,3,"Purple Lipstick,Silver Chain,Straight Hair",0,
3369,6369,Female,2133,Dark,4,"Half Shaved,Mole,Pipe,Purple Lipstick",0,
3370,6370,Female,1511,Albino,3,"Earring,Purple Eye Shadow,Straight Hair Blonde",1,Earring
3371,6371,Female,5395,Dark,2,"Mohawk Thin,Purple Eye Shadow",0,
3372,6372,Male,7234,Mid,4,"Goat,Mole,Nerd Glasses,Peak Spike",0,
3373,6373,Male,1827,Dark,3,"Big Beard,Headband,Nerd Glasses",0,
3374,6374,Male,4710,Dark,4,"Cap Forward,Cigarette,Shadow Beard,Small Shades",0,
3375,6375,Male,1426,Dark,2,"Cowboy Hat,Pipe",0,
3376,6376,Female,7114,Dark,4,"Eye Mask,Pipe,Purple Lipstick,Stringy Hair",0,
3377,6377,Female,1647,Mid,3,"Hot Lipstick,Regular Shades,Wild Blonde",0,
3378,6378,Female,7181,Albino,2,"Eye Mask,Messy Hair",0,
3379,6379,Female,9252,Light,3,"Black Lipstick,Earring,Mohawk Thin",0,
3380,6380,Male,5030,Mid,4,"Do-rag,Earring,Front Beard Dark,Nerd Glasses",0,
3381,6381,Female,1652,Light,2,"Regular Shades,Straight Hair Blonde",0,
3382,6382,Male,3966,Dark,2,"Luxurious Beard,Police Cap",0,
3383,6383,Female,9822,Albino,3,"Black Lipstick,Mole,Stringy Hair",0,
3384,6384,Male,5576,Light,3,"Earring,Handlebars,Mohawk Thin",0,
3385,6385,Male,2901,Light,4,"Cap,Cigarette,Mustache,Silver Chain",0,
3386,6386,Female,7884,Mid,2,"Mohawk Thin,Pipe",0,
3387,6387,Male,5586,Dark,3,"Earring,Frumpy Hair,Handlebars",0,
3388,6388,Female,5830,Light,3,"Bandana,Earring,Green Eye Shadow",0,
3389,6389,Female,3076,Light,3,"Dark Hair,Nerd Glasses,Purple Lipstick",0,
3390,6390,Female,5653,Dark,3,"Blue Eye Shadow,Mohawk Dark,Purple Lipstick",0,
3391,6391,Male,6226,Dark,3,"Big Shades,Chinstrap,Frumpy Hair",0,
3392,6392,Male,5318,Light,4,"Cigarette,Frown,Regular Shades,Wild Hair",0,
3393,6393,Male,8278,Mid,3,"Cigarette,Mohawk,Small Shades",0,
3394,6394,Female,5410,Mid,3,"Mole,Purple Eye Shadow,Wild Hair",0,
3395,6395,Male,7315,Dark,3,"Cigarette,Goat,Mohawk",0,
3396,6396,Male,6988,Light,4,"Classic Shades,Knitted Cap,Mole,Normal Beard",1,Mole
3397,6397,Male,5996,Dark,3,"Cap,Earring,Front Beard",0,
3398,6398,Male,7801,Albino,3,"Earring,Horned Rim Glasses,Peak Spike",0,
3399,6399,Male,8861,Dark,4,"Big Shades,Cigarette,Knitted Cap,Shadow Beard",0,
3400,6400,Male,4925,Dark,2,"Hoodie,Pipe",0,
3401,6401,Female,5693,Mid,3,"Black Lipstick,Blue Eye Shadow,Messy Hair",0,
3402,6402,Female,601,Mid,2,"Pigtails,VR",0,
3403,6403,Male,4782,Mid,2,"Cap Forward,Cigarette",0,
3404,6404,Male,2855,Dark,3,"Luxurious Beard,Purple Hair,Silver Chain",0,
3405,6405,Female,2943,Mid,3,"Earring,Mohawk Dark,Silver Chain",0,
3406,6406,Male,6317,Albino,2,"Luxurious Beard,Shaved Head",0,
3407,6407,Male,6335,Mid,3,"3D Glasses,Knitted Cap,Muttonchops",0,
3408,6408,Male,4153,Light,4,"Big Shades,Cigarette,Clown Nose,Crazy Hair",0,
3409,6409,Male,6033,Light,3,"Front Beard,Horned Rim Glasses,Mohawk Dark",0,
3410,6410,Male,395,Light,2,"Buck Teeth,Stringy Hair",0,
3411,6411,Male,8484,Dark,3,"Clown Eyes Blue,Crazy Hair,Earring",0,
3412,6412,Male,4732,Dark,3,"Cap Forward,Classic Shades,Earring",0,
3413,6413,Male,342,Mid,2,"Buck Teeth,Shadow Beard",0,
3414,6414,Male,6286,Light,3,"3D Glasses,Mohawk,Normal Beard",0,
3415,6415,Female,7975,Albino,3,"Black Lipstick,Frumpy Hair,VR",0,
3416,6416,Female,8413,Mid,4,"Black Lipstick,Clown Eyes Green,Earring,Wild Hair",1,Earring
3417,6417,Male,7750,Light,4,"Cigarette,Eye Patch,Mole,Peak Spike",0,
3418,6418,Female,609,Light,2,"Clown Eyes Green,Pigtails",0,
3419,6419,Male,835,Light,3,"Classic Shades,Earring,Top Hat",0,
3420,6420,Male,4801,Light,4,"Earring,Frown,Hoodie,Nerd Glasses",1,Earring
3421,6421,Male,8516,Dark,3,"Clown Eyes Blue,Mohawk,Shadow Beard",0,
3422,6422,Female,3508,Mid,4,"Blue Eye Shadow,Frumpy Hair,Medical Mask,Purple Lipstick",1,Lipstick
3423,6423,Male,7269,Light,3,"Eye Patch,Goat,Headband",0,
3424,6424,Male,6246,Mid,2,"Chinstrap,Messy Hair",0,
3425,6425,Female,2765,Mid,3,"Black Lipstick,Eye Mask,Straight Hair",0,
3426,6426,Male,4823,Dark,3,"Front Beard,Hoodie,Small Shades",0,
3427,6427,Male,5216,Light,3,"Frown,Goat,Stringy Hair",0,
3428,6428,Male,6511,Dark,2,"Luxurious Beard,Wild Hair",0,
3429,6429,Male,6687,Light,2,"Mohawk,Mustache",0,
3430,6430,Female,1261,Dark,2,"Eye Mask,Wild White Hair",0,
3431,6431,Male,6911,Light,3,"Normal Beard,Regular Shades,Shaved Head",0,
3432,6432,Female,142,Light,2,"Choker,Stringy Hair",0,
3433,6433,Male,7076,Light,3,"Bandana,Earring,Normal Beard",0,
3434,6434,Female,9262,Mid,3,"Mohawk Thin,Mole,Purple Lipstick",0,
3435,6435,Male,3783,Dark,3,"Classic Shades,Fedora,Front Beard",0,
3436,6436,Female,2478,Mid,3,"Blue Eye Shadow,Clown Hair Green,Purple Lipstick",0,
3437,6437,Male,4985,Mid,2,"Hoodie,Horned Rim Glasses",0,
3438,6438,Male,5289,Mid,2,"Frown,Knitted Cap",0,
3439,6439,Male,7841,Mid,3,"Clown Eyes Green,Mohawk Thin,Pipe",0,
3440,6440,Female,9204,Light,2,"Big Shades,Mohawk Thin",0,
3441,6441,Female,4531,Albino,1,Hot Lipstick,0,
3442,6442,Female,1593,Light,4,"Black Lipstick,Clown Eyes Green,Earring,Straight Hair Blonde",1,Earring
3443,6443,Male,2633,Albino,2,"Clown Hair Green,Horned Rim Glasses",0,
3444,6444,Male,6757,Albino,4,"Earring,Mole,Normal Beard Black,Peak Spike",1,Mole
3445,6445,Male,5136,Light,3,"Front Beard Dark,Frumpy Hair,Nerd Glasses",0,
3446,6446,Male,6492,Dark,3,"Classic Shades,Luxurious Beard,Wild Hair",0,
3447,6447,Male,4285,Dark,2,"Do-rag,Smile",0,
3448,6448,Female,8845,Dark,2,"Eye Patch,Knitted Cap",0,
3449,6449,Male,5032,Albino,2,"Front Beard Dark,Shaved Head",0,
3450,6450,Female,969,Albino,3,"Hot Lipstick,Spots,Wild Hair",0,
3451,6451,Female,2447,Dark,4,"Earring,Medical Mask,Purple Lipstick,Straight Hair Dark",2,"Earring,Lipstick"
3452,6452,Male,7156,Light,3,"Earring,Eye Mask,Mohawk Thin",0,
3453,6453,Male,5991,Mid,3,"Bandana,Front Beard,VR",0,
3454,6454,Female,8654,Dark,3,"Big Shades,Earring,Headband",0,
3455,6455,Male,3555,Light,2,"Medical Mask,Mohawk Dark",0,
3456,6456,Male,9065,Mid,2,"Cigarette,Mohawk Dark",0,
3457,6457,Male,5070,Mid,3,"Front Beard Dark,Small Shades,Stringy Hair",0,
3458,6458,Female,4486,Mid,1,VR,0,
3459,6459,Male,805,Dark,3,"Normal Beard Black,Top Hat,VR",0,
3460,6460,Female,9239,Mid,2,"Mohawk,Nerd Glasses",0,
3461,6461,Female,9285,Mid,3,"Earring,Mohawk,Purple Lipstick",0,
3462,6462,Female,2772,Dark,2,"Pipe,Straight Hair",0,
3463,6463,Male,4306,Light,3,"Cap,Nerd Glasses,Smile",0,
3464,6464,Female,8154,Light,3,"Cap,Classic Shades,Hot Lipstick",0,
3465,6465,Female,1198,Dark,3,"Blonde Short,Earring,Purple Lipstick",0,
3466,6466,Male,321,Dark,5,"Buck Teeth,Chinstrap,Cowboy Hat,Gold Chain,Mole",1,Mole
3467,6467,Male,6388,Dark,3,"Headband,Horned Rim Glasses,Luxurious Beard",0,
3468,6468,Female,2448,Dark,4,"Black Lipstick,Clown Nose,Purple Eye Shadow,Straight Hair Dark",0,
3469,6469,Female,8752,Light,4,"Cigarette,Crazy Hair,Horned Rim Glasses,Hot Lipstick",0,
3470,6470,Male,3892,Dark,2,"Big Shades,Fedora",0,
3471,6471,Male,884,Mid,2,"Clown Hair Green,Spots",0,
3472,6472,Male,97,Light,2,"Beanie,Earring",0,
3473,6473,Male,3213,Light,2,"Purple Hair,VR",0,
3474,6474,Male,6442,Dark,2,"Luxurious Beard,Mohawk Dark",0,
3475,6475,Male,5306,Mid,2,"Frown,Mohawk",0,
3476,6476,Male,6753,Light,4,"Clown Eyes Blue,Earring,Normal Beard Black,Peak Spike",0,
3477,6477,Male,776,Mid,3,"Eye Mask,Handlebars,Top Hat",0,
3478,6478,Female,5658,Light,4,"Black Lipstick,Blue Eye Shadow,Cigarette,Mohawk",0,
3479,6479,Male,4667,Mid,3,"Cap Forward,Horned Rim Glasses,Normal Beard",0,
3480,6480,Male,6100,Dark,3,"Cigarette,Front Beard,Stringy Hair",0,
3481,6481,Female,9852,Albino,2,"Hot Lipstick,Stringy Hair",0,
3482,6482,Male,3847,Dark,2,"Fedora,Muttonchops",0,
3483,6483,Female,7128,Dark,4,"Crazy Hair,Eye Mask,Hot Lipstick,Mole",0,
3484,6484,Male,5847,Mid,3,"Normal Beard Black,Vape,Wild Hair",0,
3485,6485,Male,2095,Light,2,"Normal Beard,Vampire Hair",0,
3486,6486,Female,468,Light,3,"Mole,Welding Goggles,Wild Hair",0,
3487,6487,Female,2,Albino,0,,0,
3488,6488,Male,6804,Mid,2,"Headband,Normal Beard Black",0,
3489,6489,Male,4651,Mid,3,"Cap Forward,Normal Beard Black,Regular Shades",0,
3490,6490,Female,239,Dark,2,"Black Lipstick,Tiara",0,
3491,6491,Zombie,499,Zombie,3,"Cap Forward,Earring,Shadow Beard",0,
3492,6492,Male,8450,Dark,2,"Clown Eyes Green,Stringy Hair",0,
3493,6493,Male,4047,Mid,3,"Earring,Police Cap,Shadow Beard",0,
3494,6494,Male,1054,Light,2,"Peak Spike,Rosy Cheeks",0,
3495,6495,Female,9612,Mid,2,"Classic Shades,Messy Hair",0,
3496,6496,Female,2001,Light,2,"Blue Eye Shadow,Half Shaved",0,
3497,6497,Female,1157,Dark,2,"Blonde Short,Eye Patch",0,
3498,6498,Female,3364,Mid,5,"Cigarette,Clown Eyes Blue,Earring,Headband,Hot Lipstick",0,
3499,6499,Male,8355,Dark,2,"Clown Eyes Green,Knitted Cap",0,
3500,6500,Female,8784,Light,2,"Crazy Hair,Nerd Glasses",0,
3501,6501,Male,7235,Albino,2,"Goat,Peak Spike",0,
3502,6502,Male,368,Albino,2,"Buck Teeth,Do-rag",0,
3503,6503,Male,6150,Dark,3,"Chinstrap,Earring,Peak Spike",0,
3504,6504,Male,850,Light,2,"Horned Rim Glasses,Top Hat",0,
3505,6505,Male,4790,Light,4,"Classic Shades,Earring,Front Beard Dark,Hoodie",1,Earring
3506,6506,Female,9205,Light,2,"Horned Rim Glasses,Mohawk Thin",0,
3507,6507,Male,8543,Dark,2,"Clown Eyes Blue,Frumpy Hair",0,
3508,6508,Male,7372,Light,4,"Cigarette,Do-rag,Muttonchops,Small Shades",0,
3509,6509,Female,2991,Dark,3,"Black Lipstick,Blue Eye Shadow,Dark Hair",0,
3510,6510,Female,8144,Albino,3,"Cap,Eye Patch,Hot Lipstick",0,
3511,6511,Male,846,Dark,3,"Earring,Regular Shades,Top Hat",0,
3512,6512,Female,8494,Mid,3,"Clown Eyes Blue,Hot Lipstick,Knitted Cap",0,
3513,6513,Female,687,Dark,3,"3D Glasses,Pink With Hat,Purple Lipstick",0,
3514,6514,Male,7500,Dark,3,"Do-rag,Mole,Shadow Beard",0,
3515,6515,Zombie,558,Zombie,2,"Cigarette,Wild Hair",0,
3516,6516,Male,9985,Albino,2,"Bandana,Cigarette",0,
3517,6517,Male,5162,Light,3,"Earring,Front Beard Dark,Stringy Hair",0,
3518,6518,Female,9971,Mid,3,"Bandana,Earring,Purple Lipstick",0,
3519,6519,Male,1876,Mid,2,"Big Beard,Stringy Hair",0,
3520,6520,Female,1186,Light,3,"Black Lipstick,Blonde Short,Mole",0,
3521,6521,Male,3832,Light,3,"Fedora,Goat,Regular Shades",0,
3522,6522,Female,7927,Albino,3,"Cap,Earring,VR",1,Earring
3523,6523,Male,8885,Light,3,"Big Shades,Cigarette,Knitted Cap",0,
3524,6524,Male,2516,Mid,3,"Chinstrap,Clown Hair Green,Nerd Glasses",0,
3525,6525,Male,7247,Light,3,"Goat,Mohawk Thin,VR",0,
3526,6526,Male,4442,Mid,3,"Cigarette,Mustache,Nerd Glasses",0,
3527,6527,Male,6876,Mid,4,"Horned Rim Glasses,Messy Hair,Mole,Normal Beard Black",1,Mole
3528,6528,Female,1540,Light,4,"Black Lipstick,Earring,Green Eye Shadow,Straight Hair Blonde",1,Earring
3529,6529,Male,4800,Light,4,"Frown,Hoodie,Nerd Glasses,Shadow Beard",0,
3530,6530,Male,3886,Mid,3,"Cigarette,Fedora,Regular Shades",0,
3531,6531,Male,1476,Light,2,"Cowboy Hat,Earring",0,
3532,6532,Female,316,Dark,2,"Earring,Orange Side",1,Earring
3533,6533,Male,7108,Light,2,"Eye Mask,Peak Spike",0,
3534,6534,Female,8804,Mid,2,"Crazy Hair,Mole",0,
3535,6535,Male,5520,Dark,3,"Handlebars,Mohawk Thin,Small Shades",0,
3536,6536,Male,6629,Mid,3,"Earring,Headband,Mustache",0,
3537,6537,Female,6534,Mid,2,"3D Glasses,Messy Hair",0,
3538,6538,Male,3411,Light,4,"Cigarette,Gold Chain,Luxurious Beard,Stringy Hair",0,
3539,6539,Male,5323,Light,2,"Frown,Wild Hair",0,
3540,6540,Male,5316,Light,3,"Classic Shades,Frown,Wild Hair",0,
3541,6541,Male,2937,Mid,2,"Crazy Hair,Silver Chain",0,
3542,6542,Male,3820,Mid,3,"Fedora,Normal Beard,VR",0,
3543,6543,Female,2657,Mid,3,"Black Lipstick,Clown Hair Green,Mole",0,
3544,6544,Male,3760,Dark,3,"Fedora,Front Beard Dark,VR",0,
3545,6545,Male,6663,Mid,3,"Mohawk Dark,Mole,Mustache",0,
3546,6546,Male,6993,Albino,3,"Earring,Knitted Cap,Normal Beard",0,
3547,6547,Female,5428,Mid,3,"Black Lipstick,Purple Eye Shadow,Stringy Hair",0,
3548,6548,Male,5964,Albino,4,"Clown Eyes Green,Do-rag,Earring,Front Beard",0,
3549,6549,Female,2239,Dark,3,"Classic Shades,Half Shaved,Purple Lipstick",0,
3550,6550,Female,2580,Mid,3,"Clown Eyes Blue,Purple Lipstick,Straight Hair Dark",0,
3551,6551,Male,7820,Dark,2,"Mole,Peak Spike",0,
3552,6552,Male,1356,Mid,2,"Cowboy Hat,Smile",0,
3553,6553,Male,9138,Albino,2,"Mohawk,Shadow Beard",0,
3554,6554,Female,1109,Dark,4,"Blonde Short,Cigarette,Hot Lipstick,Purple Eye Shadow",0,
3555,6555,Male,6749,Light,2,"Do-rag,Normal Beard Black",0,
3556,6556,Female,2321,Light,3,"Blonde Bob,Hot Lipstick,Nerd Glasses",0,
3557,6557,Male,2613,Mid,2,"Clown Hair Green,Shadow Beard",0,
