,types,rarity,skin,total_traits,traits,total_hidden_traits,hidden_traits
4130,Female,3098,Albino,2,"Dark Hair,Purple Lipstick",0,
4131,Male,4437,Albino,2,"Mustache,Regular Shades",0,
4132,Female,1135,Mid,2,"Blonde Short,VR",0,
4133,Female,1553,Light,2,"Green Eye Shadow,Wild Blonde",0,
4134,Female,9462,Mid,2,"Cigarette,Frumpy Hair",0,
4135,Male,8826,Dark,2,"Cigarette,Crazy Hair",0,
4136,Male,90,Dark,2,"Beanie,Horned Rim Glasses",0,
4137,Male,5932,Dark,2,"Frumpy Hair,Vape",0,
4138,Male,6061,Dark,3,"Big Shades,Front Beard,Frumpy Hair",0,
4139,Female,2030,Mid,2,"Green Eye Shadow,Red Mohawk",0,
4140,Female,1147,Light,3,"Black Lipstick,Blonde Short,Clown Eyes Blue",0,
4141,Male,4302,Mid,4,"Messy Hair,Pipe,Regular Shades,Smile",0,
4142,Male,5271,Albino,2,"Frown,Headband",0,
4143,Male,4212,Mid,1,Smile,0,
4144,Female,2558,Light,1,Clown Hair Green,0,
4145,Female,7863,Mid,3,"Black Lipstick,Mohawk Dark,Pipe",0,
4146,Female,9477,Dark,2,"Eye Patch,Wild Hair",0,
4147,Female,8996,Mid,4,"Earring,Horned Rim Glasses,Mohawk Dark,Purple Lipstick",0,
4148,Male,4632,Dark,3,"Cap Forward,Luxurious Beard,Regular Shades",0,
4149,Female,9537,Dark,2,"Horned Rim Glasses,Wild Hair",0,
4150,Male,9410,Mid,2,"Big Shades,Frumpy Hair",0,
4151,Female,2462,Mid,4,"Earring,Mole,Purple Eye Shadow,Straight Hair Dark",1,Earring
4152,Female,9793,Dark,3,"Big Shades,Black Lipstick,Stringy Hair",0,
4153,Female,1273,Light,3,"Clown Eyes Green,Mole,Wild White Hair",0,
4154,Male,4133,Light,2,"Clown Nose,Do-rag",0,
4155,Male,4684,Mid,3,"Cap Forward,Earring,Goat",0,
4156,Ape,45,Ape,1,Bandana,0,
4157,Male,5171,Light,3,"Bandana,Earring,Front Beard Dark",0,
4158,Male,6394,Light,2,"Headband,Luxurious Beard",0,
4159,Female,1890,Albino,3,"Hot Lipstick,Red Mohawk,Silver Chain",0,
4160,Male,3121,Light,3,"Front Beard Dark,Purple Hair,Small Shades",0,
4161,Female,9030,Dark,3,"Black Lipstick,Earring,Mohawk Dark",0,
4162,Male,5969,Light,4,"Do-rag,Earring,Front Beard,Horned Rim Glasses",0,
4163,Male,9369,Albino,2,"Frumpy Hair,Shadow Beard",0,
4164,Male,6185,Albino,2,"Chinstrap,Headband",0,
4165,Male,3214,Mid,2,"Purple Hair,VR",0,
4166,Female,1937,Light,4,"Black Lipstick,Blonde Bob,Earring,Purple Eye Shadow",1,Earring
4167,Female,7953,Mid,3,"Black Lipstick,Mohawk Dark,VR",0,
4168,Female,9832,Light,4,"Cigarette,Hot Lipstick,Mole,Stringy Hair",0,
4169,Female,3619,Light,3,"Green Eye Shadow,Hot Lipstick,Tassle Hat",0,
4170,Male,8833,Dark,2,"Crazy Hair,Earring",0,
4171,Male,9273,Light,2,"Mohawk Thin,Mole",0,
4172,Male,9119,Mid,2,"Classic Shades,Mohawk",0,
4173,Male,3486,Light,4,"Clown Nose,Medical Mask,Mohawk Thin,Nerd Glasses",0,
4174,Male,9276,Mid,2,"Mohawk,Mole",0,
4175,Male,5468,Light,3,"Eye Patch,Handlebars,Shaved Head",0,
4176,Female,1482,Mid,5,"Earring,Green Eye Shadow,Medical Mask,Purple Lipstick,Straight Hair Blonde",2,"Earring,Lipstick"
4177,Male,7813,Mid,3,"Cigarette,Nerd Glasses,Peak Spike",0,
4178,Ape,40,Ape,1,Do-rag,0,
4179,Male,5983,Dark,3,"Big Shades,Front Beard,Peak Spike",0,
4180,Female,7149,Light,3,"Black Lipstick,Eye Mask,Mohawk",0,
4181,Male,5459,Light,3,"3D Glasses,Handlebars,Wild Hair",0,
4182,Male,9143,Mid,3,"Earring,Mohawk Thin,Shadow Beard",0,
4183,Female,1651,Light,2,"Regular Shades,Wild Blonde",0,
4184,Female,9180,Albino,3,"Horned Rim Glasses,Hot Lipstick,Mohawk",0,
4185,Male,8294,Light,2,"Frumpy Hair,Small Shades",0,
4186,Male,9360,Dark,2,"Classic Shades,Frumpy Hair",0,
4187,Male,8256,Dark,2,"Crazy Hair,Small Shades",0,
4188,Female,3081,Light,2,"Dark Hair,Nerd Glasses",0,
4189,Male,8895,Dark,2,"Horned Rim Glasses,Knitted Cap",0,
4190,Female,2397,Mid,3,"Earring,Half Shaved,Hot Lipstick",1,Earring
4191,Female,7870,Dark,4,"Hot Lipstick,Mohawk,Nerd Glasses,Pipe",0,
4192,Male,1043,Dark,4,"Earring,Goat,Rosy Cheeks,Shaved Head",0,
4193,Male,6864,Dark,2,"Frumpy Hair,Normal Beard Black",0,
4194,Female,4199,Mid,3,"Clown Nose,Hot Lipstick,Stringy Hair",0,
4195,Female,3095,Dark,2,"Dark Hair,Mole",0,
4196,Female,2682,Dark,2,"Clown Hair Green,Purple Lipstick",0,
4197,Male,6924,Mid,2,"Do-rag,Normal Beard",0,
4198,Female,2573,Dark,2,"Clown Eyes Green,Straight Hair Dark",0,
4199,Male,6828,Light,3,"Big Shades,Mohawk Dark,Normal Beard Black",0,
4200,Female,3104,Dark,2,"Dark Hair,Hot Lipstick",0,
4201,Male,8435,Dark,2,"Clown Eyes Green,Messy Hair",0,
4202,Male,6995,Light,3,"Earring,Knitted Cap,Normal Beard",0,
4203,Male,7274,Albino,2,"Goat,Headband",0,
4204,Male,6178,Mid,4,"Chinstrap,Clown Eyes Green,Earring,Messy Hair",0,
4205,Male,6688,Mid,2,"Mohawk Thin,Mustache",0,
4206,Male,6194,Mid,3,"Chinstrap,Classic Shades,Crazy Hair",0,
4207,Male,4905,Dark,3,"Goat,Hoodie,Mole",0,
4208,Female,9862,Mid,3,"Cigarette,Earring,Stringy Hair",0,
4209,Male,5883,Dark,3,"Bandana,Small Shades,Vape",0,
4210,Male,4737,Dark,4,"Big Shades,Cap Forward,Earring,Shadow Beard",0,
4211,Female,290,Albino,2,"Eye Patch,Orange Side",0,
4212,Male,8646,Albino,4,"Big Shades,Earring,Headband,Mole",0,
4213,Female,9945,Mid,2,"Bandana,Nerd Glasses",0,
4214,Female,747,Dark,3,"Cigarette,Earring,Pink With Hat",1,Earring
4215,Female,3064,Mid,3,"Big Shades,Black Lipstick,Dark Hair",0,
4216,Male,8275,Mid,3,"Mohawk,Shadow Beard,Small Shades",0,
4217,Male,6909,Mid,3,"Clown Eyes Blue,Do-rag,Normal Beard",0,
4218,Female,1566,Mid,3,"3D Glasses,Earring,Wild Blonde",0,
4219,Male,9702,Mid,2,"Messy Hair,Mole",0,
4220,Male,4962,Dark,3,"Big Shades,Hoodie,Shadow Beard",0,
4221,Male,5844,Mid,3,"Headband,Normal Beard Black,Vape",0,
4222,Female,585,Light,3,"Earring,Green Eye Shadow,Pigtails",0,
4223,Male,7627,Mid,3,"Frumpy Hair,Muttonchops,VR",0,
4224,Female,3072,Albino,3,"Black Lipstick,Dark Hair,Nerd Glasses",0,
4225,Female,1535,Mid,2,"Blue Eye Shadow,Straight Hair Blonde",0,
4226,Male,4401,Light,1,Handlebars,0,
4227,Female,5764,Mid,2,"Green Eye Shadow,Mohawk Dark",0,
4228,Male,1773,Mid,3,"Big Beard,Cap Forward,Classic Shades",0,
4229,Female,2290,Dark,3,"Big Shades,Half Shaved,Hot Lipstick",0,
4230,Female,9722,Light,3,"Cigarette,Earring,Messy Hair",0,
4231,Female,2974,Dark,5,"Clown Eyes Blue,Dark Hair,Earring,Medical Mask,Purple Lipstick",2,"Earring,Lipstick"
4232,Female,8350,Light,2,"Clown Eyes Green,Crazy Hair",0,
4233,Male,6897,Light,3,"Bandana,Nerd Glasses,Normal Beard Black",0,
4234,Male,3112,Dark,4,"Earring,Gold Chain,Horned Rim Glasses,Purple Hair",1,Earring
4235,Female,1599,Light,3,"Clown Eyes Green,Hot Lipstick,Straight Hair Blonde",0,
4236,Female,144,Dark,3,"Bandana,Choker,Earring",0,
4237,Female,582,Albino,3,"Green Eye Shadow,Pigtails,Purple Lipstick",0,
4238,Male,7552,Dark,2,"Big Shades,Do-rag",0,
4239,Female,994,Mid,4,"Cigarette,Clown Eyes Blue,Dark Hair,Rosy Cheeks",0,
4240,Male,341,Albino,3,"Buck Teeth,Earring,Goat",0,
4241,Male,8217,Light,3,"Cap,Earring,Mole",0,
4242,Female,5775,Light,3,"Green Eye Shadow,Hot Lipstick,Mohawk Thin",0,
4243,Female,2024,Mid,3,"Earring,Green Eye Shadow,Red Mohawk",0,
4244,Male,6148,Light,3,"Chinstrap,Horned Rim Glasses,Peak Spike",0,
4245,Female,1272,Dark,4,"Clown Eyes Green,Earring,Mole,Wild White Hair",1,Earring
4246,Male,2882,Light,3,"Hoodie,Silver Chain,Small Shades",0,
4247,Female,5636,Mid,3,"Blue Eye Shadow,Headband,Hot Lipstick",0,
4248,Male,7360,Light,2,"Goat,Stringy Hair",0,
4249,Female,9716,Mid,3,"Earring,Hot Lipstick,Messy Hair",0,
4250,Female,469,Dark,3,"Purple Lipstick,Welding Goggles,Wild Hair",0,
4251,Male,798,Dark,4,"Earring,Mustache,Top Hat,VR",0,
4252,Male,7211,Dark,3,"Eye Patch,Goat,Shaved Head",0,
4253,Male,3904,Albino,2,"Earring,Fedora",0,
4254,Female,1940,Albino,4,"Blonde Bob,Earring,Purple Eye Shadow,Purple Lipstick",1,Earring
4255,Male,4141,Dark,4,"Cap,Clown Nose,Shadow Beard,Small Shades",0,
4256,Male,8655,Dark,3,"Big Shades,Earring,Headband",0,
4257,Female,5389,Albino,3,"Hot Lipstick,Mohawk Thin,Purple Eye Shadow",0,
4258,Male,4404,Light,2,"Classic Shades,Handlebars",0,
4259,Male,3549,Light,4,"Crazy Hair,Horned Rim Glasses,Medical Mask,Shadow Beard",0,
4260,Male,2931,Mid,4,"Cigarette,Mohawk,Silver Chain,VR",0,
4261,Male,2904,Mid,4,"Cigarette,Do-rag,Normal Beard Black,Silver Chain",0,
4262,Male,9371,Light,3,"Earring,Frumpy Hair,Shadow Beard",0,
4263,Female,7876,Albino,2,"Mohawk,Pipe",0,
4264,Female,1479,Albino,2,"Silver Chain,Wild Blonde",0,
4265,Female,5680,Dark,2,"Blue Eye Shadow,Frumpy Hair",0,
4266,Female,5648,Light,3,"Blue Eye Shadow,Hot Lipstick,Knitted Cap",0,
4267,Female,1203,Mid,2,"Blonde Short,Purple Lipstick",0,
4268,Female,1241,Albino,3,"Blue Eye Shadow,Cigarette,Wild White Hair",0,
4269,Female,9705,Albino,2,"Messy Hair,Purple Lipstick",0,
4270,Female,9670,Albino,3,"Messy Hair,Nerd Glasses,Purple Lipstick",0,
4271,Male,3257,Light,2,"Nerd Glasses,Purple Hair",0,
4272,Male,2926,Light,4,"Earring,Peak Spike,Shadow Beard,Silver Chain",0,
4273,Female,8464,Dark,2,"Bandana,Clown Eyes Green",0,
4274,Female,8988,Mid,3,"Black Lipstick,Mohawk Dark,Regular Shades",0,
4275,Female,9796,Dark,3,"Big Shades,Hot Lipstick,Stringy Hair",0,
4276,Female,1669,Dark,2,"Big Shades,Straight Hair Blonde",0,
4277,Female,9558,Dark,3,"Black Lipstick,Cigarette,Wild Hair",0,
4278,Male,3980,Mid,2,"Mustache,Police Cap",0,
4279,Female,2830,Light,2,"Nerd Glasses,Straight Hair",0,
4280,Male,4594,Dark,4,"Cap Forward,Frown,Regular Shades,Shadow Beard",0,
4281,Female,1294,Mid,2,"Classic Shades,Wild White Hair",0,
4282,Male,2252,Light,2,"Classic Shades,Vampire Hair",0,
4283,Male,6358,Light,4,"3D Glasses,Cap,Earring,Shadow Beard",0,
4284,Male,3533,Light,3,"Knitted Cap,Medical Mask,Muttonchops",0,
4285,Male,6945,Light,4,"Cap,Earring,Normal Beard,VR",0,
4286,Female,1545,Mid,4,"Earring,Green Eye Shadow,Hot Lipstick,Straight Hair Blonde",1,Earring
4287,Male,7556,Light,2,"Do-rag,Horned Rim Glasses",0,
4288,Female,978,Mid,2,"Rosy Cheeks,Wild White Hair",0,
4289,Male,4217,Mid,3,"Cap Forward,Eye Mask,Smile",0,
4290,Male,779,Light,2,"Handlebars,Top Hat",0,
4291,Male,7369,Dark,2,"Bandana,Goat",0,
4292,Male,7203,Dark,2,"Bandana,Eye Mask",0,
4293,Male,9017,Light,3,"Cigarette,Mohawk Dark,Nerd Glasses",0,
4294,Female,6501,Dark,3,"3D Glasses,Hot Lipstick,Wild Hair",0,
4295,Male,2087,Light,3,"Earring,Normal Beard Black,Vampire Hair",0,
4296,Male,7491,Light,4,"Do-rag,Mole,Regular Shades,Shadow Beard",0,
4297,Male,9739,Light,3,"Eye Patch,Shadow Beard,Stringy Hair",0,
4298,Male,4330,Albino,4,"Earring,Knitted Cap,Regular Shades,Smile",0,
4299,Male,7746,Mid,2,"Messy Hair,Muttonchops",0,
4300,Female,737,Dark,2,"Mole,Pink With Hat",0,
4301,Female,1267,Albino,3,"Purple Lipstick,VR,Wild White Hair",0,
4302,Female,2788,Light,4,"Clown Eyes Blue,Earring,Purple Lipstick,Straight Hair",1,Earring
4303,Male,7374,Mid,3,"Do-rag,Muttonchops,Small Shades",0,
4304,Female,2375,Albino,2,"Purple Lipstick,Red Mohawk",0,
4305,Female,5339,Mid,3,"Black Lipstick,Cap,Purple Eye Shadow",0,
4306,Female,9872,Light,2,"Earring,Stringy Hair",0,
4307,Male,8859,Mid,4,"Earring,Knitted Cap,Regular Shades,Shadow Beard",0,
4308,Male,9487,Dark,3,"Classic Shades,Earring,Wild Hair",0,
4309,Female,2986,Mid,4,"Dark Hair,Earring,Purple Eye Shadow,Purple Lipstick",1,Earring
4310,Female,9606,Light,3,"Classic Shades,Messy Hair,Purple Lipstick",0,
4311,Male,5290,Dark,3,"Frown,Mohawk Dark,Nerd Glasses",0,
4312,Male,6182,Mid,3,"Big Shades,Chinstrap,Headband",0,
4313,Female,4577,Albino,2,"Cigarette,Purple Lipstick",0,
4314,Female,465,Light,2,"Frumpy Hair,Welding Goggles",0,
4315,Female,2349,Dark,2,"Black Lipstick,Red Mohawk",0,
4316,Female,3279,Light,5,"Cigarette,Classic Shades,Earring,Hot Lipstick,Tassle Hat",1,Earring
4317,Male,6583,Dark,2,"Do-rag,Mustache",0,
4318,Female,8391,Light,3,"Clown Eyes Green,Earring,Mohawk Thin",0,
4319,Female,2686,Dark,4,"Cigarette,Earring,Hot Lipstick,Straight Hair Dark",1,Earring
4320,Male,4705,Mid,2,"Cap Forward,VR",0,
4321,Male,6066,Dark,2,"Front Beard,Frumpy Hair",0,
4322,Male,5302,Dark,2,"Frown,Mohawk Thin",0,
4323,Male,1474,Dark,2,"Cigarette,Cowboy Hat",0,
4324,Male,334,Mid,5,"Buck Teeth,Earring,Eye Mask,Headband,Normal Beard Black",0,
4325,Male,7479,Albino,3,"Classic Shades,Do-rag,Earring",0,
4326,Male,9573,Mid,2,"Mole,Wild Hair",0,
4327,Female,5448,Light,2,"Bandana,Purple Eye Shadow",0,
4328,Male,3882,Dark,2,"Fedora,Shadow Beard",0,
4329,Male,7158,Dark,2,"Eye Mask,Mohawk Thin",0,
4330,Male,9801,Light,3,"Earring,Horned Rim Glasses,Stringy Hair",0,
4331,Male,9216,Mid,2,"Big Shades,Mohawk",0,
4332,Female,3004,Dark,4,"Dark Hair,Earring,Green Eye Shadow,Purple Lipstick",1,Earring
4333,Female,175,Light,2,"Mole,Pilot Helmet",0,
4334,Female,8416,Dark,3,"Clown Eyes Green,Hot Lipstick,Wild Hair",0,
4335,Male,9315,Mid,3,"Cigarette,Earring,Mohawk Thin",0,
4336,Male,1396,Light,3,"Cowboy Hat,Earring,Mustache",0,
4337,Male,5989,Mid,3,"Front Beard,Mohawk Dark,Pipe",0,
4338,Male,4086,Dark,3,"Cap Forward,Clown Nose,Nerd Glasses",0,
4339,Female,8747,Light,2,"Crazy Hair,Regular Shades",0,
4340,Female,2365,Dark,2,"Mole,Red Mohawk",0,
4341,Male,7038,Dark,3,"Big Shades,Frumpy Hair,Normal Beard",0,
4342,Male,3535,Light,2,"Medical Mask,Peak Spike",0,
4343,Female,2679,Mid,3,"Cigarette,Purple Lipstick,Straight Hair Dark",0,
4344,Female,8407,Mid,3,"Clown Eyes Green,Frumpy Hair,Hot Lipstick",0,
4345,Female,1176,Light,2,"Big Shades,Blonde Short",0,
4346,Female,666,Mid,3,"Pink With Hat,Purple Eye Shadow,Purple Lipstick",0,
4347,Female,732,Mid,2,"Nerd Glasses,Pink With Hat",0,
4348,Female,5817,Light,3,"Green Eye Shadow,Mole,Stringy Hair",0,
4349,Female,2367,Light,2,"Blonde Bob,Mole",0,
4350,Male,1822,Dark,4,"Big Beard,Clown Eyes Green,Earring,Headband",0,
4351,Female,4185,Mid,3,"Clown Nose,Frumpy Hair,Purple Lipstick",0,
4352,Male,4268,Albino,4,"Classic Shades,Messy Hair,Normal Beard,Smile",1,Smile
4353,Female,2203,Light,3,"Clown Eyes Blue,Purple Lipstick,Red Mohawk",0,
4354,Female,1293,Light,2,"Classic Shades,Wild White Hair",0,
4355,Male,2247,Mid,3,"Classic Shades,Earring,Vampire Hair",0,
4356,Male,6450,Mid,3,"Horned Rim Glasses,Luxurious Beard,Mohawk Thin",0,
4357,Female,9785,Mid,3,"Purple Lipstick,Regular Shades,Stringy Hair",0,
4358,Female,130,Mid,3,"Choker,Headband,Purple Lipstick",0,
4359,Male,8009,Mid,3,"Mole,Stringy Hair,VR",0,
4360,Male,7215,Dark,3,"Big Shades,Do-rag,Goat",0,
4361,Male,6850,Mid,3,"Earring,Mohawk,Normal Beard Black",0,
4362,Female,2311,Mid,2,"Blonde Bob,Horned Rim Glasses",0,
4363,Male,2084,Dark,3,"Eye Patch,Normal Beard Black,Vampire Hair",0,
4364,Female,5642,Light,4,"Blue Eye Shadow,Crazy Hair,Earring,Hot Lipstick",0,
4365,Female,8232,Mid,2,"Cap,Hot Lipstick",0,
4366,Female,2003,Mid,2,"Blue Eye Shadow,Red Mohawk",0,
4367,Female,3648,Light,2,"Pipe,Tassle Hat",0,
4368,Female,8637,Mid,4,"Black Lipstick,Earring,Headband,Regular Shades",0,
4369,Male,7676,Light,3,"Headband,Muttonchops,Regular Shades",0,
4370,Male,5296,Mid,3,"Frown,Mohawk Thin,Shadow Beard",0,
4371,Male,5000,Light,4,"Cap,Front Beard Dark,Frown,Horned Rim Glasses",1,Frown
4372,Female,1237,Light,3,"Black Lipstick,Blue Eye Shadow,Wild White Hair",0,
4373,Male,3898,Dark,2,"Fedora,Nerd Glasses",0,
4374,Female,8434,Dark,2,"Clown Eyes Green,Messy Hair",0,
4375,Male,5937,Mid,3,"Horned Rim Glasses,Vape,Wild Hair",0,
4376,Female,613,Albino,3,"Clown Eyes Blue,Hot Lipstick,Pigtails",0,
4377,Female,5356,Mid,3,"Crazy Hair,Purple Eye Shadow,Purple Lipstick",0,
4378,Male,5056,Light,3,"Front Beard Dark,Mohawk Dark,VR",0,
4379,Male,4842,Mid,3,"3D Glasses,Hoodie,Shadow Beard",0,
4380,Female,216,Light,1,Tiara,0,
4381,Female,2668,Mid,2,"Black Lipstick,Clown Hair Green",0,
4382,Female,3430,Light,3,"Cap,Gold Chain,Purple Lipstick",0,
4383,Female,713,Dark,4,"Classic Shades,Earring,Hot Lipstick,Pink With Hat",1,Earring
4384,Male,6742,Dark,3,"Do-rag,Horned Rim Glasses,Normal Beard Black",0,
4385,Male,6843,Light,3,"Mohawk,Nerd Glasses,Normal Beard Black",0,
4386,Male,9372,Mid,3,"Earring,Frumpy Hair,Shadow Beard",0,
4387,Male,1005,Dark,5,"Cigarette,Headband,Mustache,Nerd Glasses,Rosy Cheeks",0,
4388,Male,3995,Light,2,"Normal Beard,Police Cap",0,
4389,Male,4987,Mid,3,"Cigarette,Hoodie,Nerd Glasses",0,
4390,Male,4094,Light,4,"Clown Nose,Earring,Front Beard Dark,Headband",0,
4391,Male,6666,Dark,2,"Mohawk Dark,Mustache",0,
4392,Male,9441,Dark,2,"Frumpy Hair,Mole",0,
4393,Female,419,Light,3,"Black Lipstick,Blonde Bob,Welding Goggles",0,
4394,Male,5059,Albino,3,"Front Beard Dark,Stringy Hair,VR",0,
4395,Male,6466,Light,2,"Luxurious Beard,Mohawk Thin",0,
4396,Female,7988,Dark,3,"Hot Lipstick,VR,Wild Hair",0,
4397,Female,636,Mid,2,"Black Lipstick,Pigtails",0,
4398,Female,2040,Dark,3,"Blonde Bob,Purple Lipstick,Vape",0,
4399,Male,3767,Light,2,"Fedora,Front Beard Dark",0,
4400,Male,4638,Dark,2,"3D Glasses,Cap Forward",0,
4401,Female,2102,Light,3,"Eye Mask,Purple Lipstick,Red Mohawk",0,
4402,Male,5497,Albino,3,"Earring,Handlebars,Peak Spike",0,
4403,Male,1475,Dark,2,"Cowboy Hat,Earring",0,
4404,Male,7974,Mid,4,"Frumpy Hair,Mole,Shadow Beard,VR",0,
4405,Female,1326,Albino,3,"Earring,Purple Lipstick,Wild White Hair",1,Earring
4406,Female,9839,Light,2,"Mole,Stringy Hair",0,
4407,Male,9497,Dark,3,"Big Shades,Shadow Beard,Wild Hair",0,
4408,Male,6565,Light,2,"3D Glasses,Bandana",0,
4409,Male,2946,Light,3,"Classic Shades,Mohawk Thin,Silver Chain",0,
4410,Female,4499,Mid,1,Clown Eyes Blue,0,
4411,Male,4597,Dark,2,"Cap Forward,Frown",0,
4412,Male,7153,Albino,3,"Earring,Eye Mask,Mohawk",0,
4413,Male,6644,Mid,2,"Crazy Hair,Mustache",0,
4414,Male,6732,Dark,4,"Eye Mask,Headband,Mole,Normal Beard Black",1,Mole
4415,Male,3301,Albino,5,"Eye Patch,Luxurious Beard,Mohawk,Pipe,Smile",1,Smile
4416,Female,9117,Mid,2,"Classic Shades,Mohawk Thin",0,
4417,Female,1984,Albino,3,"Blonde Bob,Blue Eye Shadow,Hot Lipstick",0,
4418,Female,669,Mid,2,"Pink With Hat,Purple Eye Shadow",0,
4419,Male,7724,Mid,3,"Earring,Frumpy Hair,Muttonchops",0,
4420,Female,970,Mid,3,"Hot Lipstick,Spots,Wild Hair",0,
4421,Female,9389,Mid,3,"Big Shades,Black Lipstick,Frumpy Hair",0,
4422,Male,4540,Dark,1,Earring,0,
4423,Female,8133,Mid,3,"Cap,Clown Eyes Blue,Hot Lipstick",0,
4424,Female,1219,Albino,5,"Black Lipstick,Cigarette,Clown Eyes Green,Earring,Wild White Hair",1,Earring
4425,Male,7781,Mid,4,"Big Shades,Earring,Peak Spike,Shadow Beard",0,
4426,Male,7364,Light,4,"Bandana,Big Shades,Goat,Mole",0,
4427,Male,6821,Mid,2,"Knitted Cap,Normal Beard Black",0,
4428,Male,3429,Mid,4,"Cap,Classic Shades,Earring,Gold Chain",0,
4429,Female,8945,Light,2,"Earring,Knitted Cap",0,
4430,Female,8408,Albino,2,"Clown Eyes Green,Frumpy Hair",0,
4431,Male,7358,Mid,3,"Earring,Goat,Stringy Hair",0,
4432,Female,2302,Dark,2,"Blonde Bob,Horned Rim Glasses",0,
4433,Male,8412,Mid,2,"Clown Eyes Green,Frumpy Hair",0,
4434,Female,5798,Mid,3,"Black Lipstick,Green Eye Shadow,Wild Hair",0,
4435,Male,3267,Mid,5,"Cap,Front Beard,Gold Chain,Mole,Regular Shades",0,
4436,Male,6550,Mid,3,"Bandana,Luxurious Beard,Regular Shades",0,
4437,Male,3802,Light,2,"3D Glasses,Fedora",0,
4438,Female,5812,Light,2,"Green Eye Shadow,Messy Hair",0,
4439,Female,3032,Light,3,"Cigarette,Clown Eyes Green,Dark Hair",0,
4440,Male,7850,Mid,4,"Big Shades,Crazy Hair,Earring,Pipe",0,
4441,Male,4854,Light,2,"3D Glasses,Hoodie",0,
4442,Male,1424,Mid,2,"Cowboy Hat,Muttonchops",0,
4443,Female,9942,Dark,2,"Bandana,Nerd Glasses",0,
4444,Male,6744,Dark,3,"Mole,Normal Beard Black,Shaved Head",1,Mole
4445,Male,7662,Light,2,"Peak Spike,Small Shades",0,
4446,Male,4121,Mid,3,"Cap,Clown Nose,Normal Beard Black",0,
4447,Male,7259,Mid,2,"Cap,Goat",0,
4448,Male,9776,Dark,3,"Nerd Glasses,Shadow Beard,Stringy Hair",0,
4449,Female,5364,Dark,4,"Earring,Knitted Cap,Mole,Purple Eye Shadow",0,
4450,Male,5230,Mid,3,"Do-rag,Earring,Frown",0,
4451,Male,7562,Mid,2,"Do-rag,Horned Rim Glasses",0,
4452,Male,7952,Dark,3,"Mohawk Dark,Shadow Beard,VR",0,
4453,Female,4568,Light,2,"Horned Rim Glasses,Purple Lipstick",0,
4454,Male,6222,Light,2,"Chinstrap,Mohawk Thin",0,
4455,Female,9846,Light,3,"Earring,Purple Lipstick,Stringy Hair",0,
4456,Female,272,Mid,2,"Green Eye Shadow,Orange Side",0,
4457,Male,1053,Dark,2,"Peak Spike,Rosy Cheeks",0,
4458,Male,881,Light,3,"Clown Hair Green,Front Beard,Spots",0,
4459,Male,4518,Light,1,Nerd Glasses,0,
4460,Male,7648,Mid,2,"Cap,Muttonchops",0,
4461,Female,1520,Dark,4,"Blue Eye Shadow,Mole,Pipe,Straight Hair Blonde",0,
4462,Male,5968,Albino,4,"Big Shades,Cigarette,Do-rag,Front Beard",0,
4463,Male,7880,Dark,2,"Mohawk,Pipe",0,
4464,Ape,39,Ape,3,"Do-rag,Eye Mask,Vape",0,
4465,Female,5687,Mid,4,"Blue Eye Shadow,Earring,Hot Lipstick,Wild Hair",1,Earring
4466,Male,7593,Mid,2,"Cigarette,Do-rag",0,
4467,Female,3059,Dark,3,"Dark Hair,Earring,Regular Shades",1,Earring
4468,Female,296,Mid,3,"Earring,Nerd Glasses,Orange Side",1,Earring
4469,Male,6950,Light,3,"Messy Hair,Normal Beard,VR",0,
4470,Male,8163,Mid,3,"Cap,Horned Rim Glasses,Shadow Beard",0,
4471,Male,8942,Albino,2,"Earring,Knitted Cap",0,
4472,Zombie,485,Zombie,2,"Cigarette,Purple Hair",0,
4473,Male,7859,Albino,2,"Knitted Cap,Pipe",0,
4474,Male,6167,Light,2,"Cap,Chinstrap",0,
4475,Male,7588,Dark,2,"Cigarette,Do-rag",0,
4476,Male,6202,Light,3,"Chinstrap,Earring,Knitted Cap",0,
4477,Male,7755,Dark,2,"Eye Patch,Peak Spike",0,
4478,Male,3422,Dark,3,"Gold Chain,Mohawk Thin,Muttonchops",0,
4479,Male,6670,Light,3,"Eye Patch,Mohawk,Mustache",0,
4480,Male,4730,Mid,2,"Cap Forward,Eye Patch",0,
4481,Male,9500,Mid,3,"Horned Rim Glasses,Shadow Beard,Wild Hair",0,
4482,Male,9074,Mid,3,"Eye Patch,Mohawk Thin,Shadow Beard",0,
4483,Male,3876,Mid,4,"Earring,Fedora,Horned Rim Glasses,Shadow Beard",0,
4484,Male,8624,Dark,3,"Headband,Regular Shades,Shadow Beard",0,
4485,Female,723,Mid,3,"Black Lipstick,Horned Rim Glasses,Pink With Hat",0,
4486,Female,9854,Light,3,"Earring,Hot Lipstick,Stringy Hair",0,
4487,Male,3902,Light,2,"Cigarette,Fedora",0,
4488,Male,5294,Light,3,"Frown,Mohawk,Shadow Beard",0,
4489,Female,9071,Mid,2,"Earring,Mohawk Dark",0,
4490,Male,8286,Light,2,"Mohawk,Small Shades",0,
4491,Female,5666,Light,3,"Blue Eye Shadow,Hot Lipstick,Mohawk",0,
4492,Male,3988,Mid,3,"Normal Beard,Pipe,Police Cap",0,
4493,Male,7359,Dark,2,"Goat,Stringy Hair",0,
4494,Male,4360,Dark,4,"Nerd Glasses,Shadow Beard,Smile,Wild Hair",0,
