,types,rarity,skin,total_traits,traits
5978,Female,568,Albino,5,"Earring,Horned Rim Glasses,Hot Lipstick,Mole,Pigtails"
5979,Male,4461,Light,2,"Earring,Eye Mask"
5980,Female,2718,Mid,2,"Gold Chain,Straight Hair"
5981,Male,8935,Albino,2,"Cigarette,Knitted Cap"
5982,Female,8576,Albino,3,"Clown Eyes Blue,Hot Lipstick,Stringy Hair"
5983,Female,9630,Mid,3,"Cigarette,Messy Hair,Regular Shades"
5984,Male,3773,Dark,2,"Fedora,Frown"
5985,Male,9506,Dark,3,"Earring,Shadow Beard,Wild Hair"
5986,Male,3807,Dark,4,"Clown Eyes Blue,Earring,Fedora,Mustache"
5987,Male,9476,Mid,3,"Earring,Eye Patch,Wild Hair"
5988,Female,5671,Light,2,"Blue Eye Shadow,Mohawk"
5989,Male,6900,Dark,2,"Bandana,Normal Beard Black"
5990,Female,4154,Albino,2,"Clown Nose,Crazy Hair"
5991,Female,9976,Dark,3,"Bandana,Cigarette,Hot Lipstick"
5992,Male,9355,Light,3,"Cigarette,Classic Shades,Frumpy Hair"
5993,Female,2628,Light,3,"Horned Rim Glasses,Hot Lipstick,Straight Hair Dark"
5994,Male,4665,Dark,3,"Cap Forward,Normal Beard,Regular Shades"
5995,Female,8688,Light,2,"Headband,Mole"
5996,Male,8216,Dark,3,"Cap,Earring,Mole"
5997,Male,8260,Dark,3,"Knitted Cap,Mole,Small Shades"
5998,Female,9569,Dark,2,"Mole,Wild Hair"
5999,Male,8277,Dark,3,"Mohawk,Mole,Small Shades"
6000,Male,6024,Light,2,"Crazy Hair,Front Beard"
6001,Male,7771,Dark,2,"Bandana,Muttonchops"
6002,Male,6116,Light,4,"3D Glasses,Chinstrap,Earring,Knitted Cap"
6003,Female,8950,Dark,3,"Eye Patch,Mohawk Dark,Purple Lipstick"
6004,Female,8431,Albino,2,"Clown Eyes Green,Messy Hair"
6005,Female,2796,Mid,4,"Black Lipstick,Earring,Eye Patch,Straight Hair,Hidden Earring"
6006,Male,8302,Dark,2,"Small Shades,Wild Hair"
6007,Male,7018,Mid,3,"Horned Rim Glasses,Mohawk Thin,Normal Beard"
6008,Male,7704,Dark,3,"Eye Patch,Mohawk Thin,Muttonchops"
6009,Male,7124,Light,4,"Cigarette,Earring,Eye Mask,Headband"
6010,Male,3141,Light,3,"Earring,Purple Hair,Vape,Hidden Earring"
6011,Male,3570,Light,3,"Big Shades,Medical Mask,Wild Hair"
6012,Male,7986,Light,4,"Earring,Mole,VR,Wild Hair"
6013,Male,6389,Mid,3,"Headband,Horned Rim Glasses,Luxurious Beard"
6014,Male,339,Light,2,"Buck Teeth,Police Cap"
6015,Female,411,Mid,3,"Black Lipstick,Straight Hair Blonde,Welding Goggles"
6016,Male,3398,Dark,4,"Cigarette,Front Beard Dark,Gold Chain,Peak Spike"
6017,Female,8521,Albino,3,"Clown Eyes Blue,Mohawk Thin,Purple Lipstick"
6018,Male,3405,Mid,4,"Chinstrap,Gold Chain,Knitted Cap,VR"
6019,Male,7531,Light,2,"Regular Shades,Shaved Head"
6020,Male,7912,Mid,4,"Horned Rim Glasses,Mole,Pipe,Stringy Hair"
6021,Female,7204,Light,2,"Bandana,Eye Mask"
6022,Male,6981,Dark,3,"Crazy Hair,Horned Rim Glasses,Normal Beard"
6023,Female,9635,Mid,3,"Earring,Messy Hair,Regular Shades"
6024,Male,3822,Albino,3,"Fedora,Normal Beard,Regular Shades"
6025,Female,2340,Light,3,"Black Lipstick,Cigarette,Red Mohawk"
6026,Male,6513,Light,2,"Luxurious Beard,Wild Hair"
6027,Male,7477,Light,3,"Classic Shades,Mole,Shaved Head"
6028,Female,5819,Dark,3,"Earring,Green Eye Shadow,Stringy Hair"
6029,Female,3596,Mid,3,"Earring,Purple Eye Shadow,Tassle Hat,Hidden Earring"
6030,Female,871,Mid,3,"Classic Shades,Spots,Wild Blonde"
6031,Male,4389,Mid,3,"Front Beard Dark,Horned Rim Glasses,Pipe"
6032,Male,1871,Mid,3,"Big Beard,Regular Shades,Stringy Hair"
6033,Male,5859,Mid,3,"Do-rag,Muttonchops,Vape"
6034,Male,4126,Light,4,"Cap,Clown Nose,Normal Beard,Pipe"
6035,Male,6013,Dark,3,"Cigarette,Front Beard,Headband"
6036,Male,4915,Mid,3,"Hoodie,Horned Rim Glasses,Muttonchops"
6037,Female,8819,Albino,2,"Crazy Hair,Hot Lipstick"
6038,Female,5357,Dark,3,"Crazy Hair,Hot Lipstick,Purple Eye Shadow"
6039,Male,9109,Mid,3,"Classic Shades,Earring,Mohawk Thin"
6040,Male,3379,Light,3,"Gold Chain,Police Cap,Regular Shades"
6041,Male,8489,Mid,2,"Clown Eyes Blue,Crazy Hair"
6042,Male,4633,Albino,3,"3D Glasses,Cap Forward,Earring"
6043,Female,275,Dark,2,"3D Glasses,Orange Side"
6044,Male,7518,Mid,4,"Earring,Mole,Regular Shades,Shaved Head"
6045,Female,2574,Light,2,"Clown Eyes Green,Straight Hair Dark"
6046,Male,6481,Mid,3,"3D Glasses,Cigarette,Frumpy Hair"
6047,Female,3602,Light,4,"Black Lipstick,Blue Eye Shadow,Earring,Tassle Hat,Hidden Earring"
6048,Male,7721,Dark,3,"Frumpy Hair,Muttonchops,Nerd Glasses"
6049,Female,1221,Light,3,"Clown Eyes Blue,Gold Chain,Wild White Hair"
6050,Male,6243,Light,3,"Chinstrap,Earring,Messy Hair"
6051,Male,1085,Albino,2,"Messy Hair,Rosy Cheeks"
6052,Male,7436,Light,3,"Earring,Shaved Head,Small Shades"
6053,Male,5557,Albino,3,"Handlebars,Mohawk Dark,Nerd Glasses"
6054,Male,5008,Mid,4,"3D Glasses,Front Beard Dark,Mohawk Thin,Pipe"
6055,Female,1311,Albino,4,"Earring,Nerd Glasses,Purple Lipstick,Wild White Hair,Hidden Earring"
6056,Male,4382,Albino,4,"Bandana,Horned Rim Glasses,Shadow Beard,Smile"
6057,Female,2754,Albino,4,"Cigarette,Green Eye Shadow,Purple Lipstick,Straight Hair"
6058,Male,4377,Light,3,"Earring,Smile,Stringy Hair"
6059,Female,8210,Light,3,"Black Lipstick,Cap,Earring"
6060,Male,905,Light,3,"Do-rag,Smile,Spots"
6061,Male,4257,Light,4,"3D Glasses,Earring,Smile,Stringy Hair"
6062,Male,3287,Mid,5,"3D Glasses,Cigarette,Earring,Mustache,Police Cap"
6063,Male,3912,Light,3,"Big Shades,Police Cap,Smile"
6064,Female,8497,Light,3,"Clown Eyes Blue,Earring,Knitted Cap"
6065,Female,9484,Light,3,"Classic Shades,Purple Lipstick,Wild Hair"
6066,Male,5276,Light,3,"Crazy Hair,Frown,Horned Rim Glasses"
6067,Female,1966,Mid,2,"Purple Eye Shadow,Red Mohawk"
6068,Male,6715,Mid,4,"Cigarette,Horned Rim Glasses,Mustache,Stringy Hair"
6069,Male,5974,Mid,3,"Earring,Front Beard,Shaved Head"
6070,Female,8924,Light,3,"Earring,Knitted Cap,Purple Lipstick"
6071,Female,2789,Dark,3,"Clown Eyes Blue,Purple Lipstick,Straight Hair"
6072,Female,1927,Light,2,"Blonde Bob,Clown Nose"
6073,Female,619,Light,3,"Eye Patch,Hot Lipstick,Pigtails"
6074,Female,2198,Light,4,"Black Lipstick,Clown Eyes Blue,Earring,Red Mohawk"
6075,Female,2523,Light,2,"3D Glasses,Straight Hair Dark"
6076,Male,8432,Dark,3,"Clown Eyes Green,Earring,Messy Hair"
6077,Female,9217,Dark,3,"Black Lipstick,Mohawk Thin,Nerd Glasses"
6078,Female,2209,Mid,3,"Clown Eyes Blue,Hot Lipstick,Red Mohawk"
6079,Female,8556,Light,3,"Clown Eyes Blue,Hot Lipstick,Wild Hair"
6080,Male,6485,Dark,2,"3D Glasses,Frumpy Hair"
6081,Male,4211,Light,1,Smile
6082,Male,7239,Mid,2,"Goat,Peak Spike"
6083,Male,9527,Dark,3,"Cigarette,Horned Rim Glasses,Wild Hair"
6084,Female,3723,Albino,2,"Purple Lipstick,Tassle Hat"
6085,Male,6693,Light,2,"Frumpy Hair,Mustache"
6086,Female,7888,Light,4,"Earring,Frumpy Hair,Hot Lipstick,Pipe,Hidden Earring"
6087,Male,7231,Light,3,"Goat,Peak Spike,Regular Shades"
6088,Female,9218,Dark,4,"Earring,Mohawk,Mole,Nerd Glasses"
6089,Alien,17,Alien,2,"Earring,Knitted Cap"
6090,Male,4733,Light,3,"Cap Forward,Classic Shades,Earring"
6091,Male,4082,Mid,1,Clown Nose
6092,Male,9368,Albino,3,"Earring,Frumpy Hair,Shadow Beard"
6093,Female,1916,Mid,3,"Half Shaved,Hot Lipstick,Medical Mask,Hidden Lipstick"
6094,Male,3438,Mid,2,"Gold Chain,Headband"
6095,Male,3460,Dark,2,"Gold Chain,Wild Hair"
6096,Female,5786,Light,2,"Green Eye Shadow,Mohawk Thin"
6097,Male,6759,Albino,2,"Normal Beard Black,Peak Spike"
6098,Female,2629,Mid,3,"Big Shades,Hot Lipstick,Straight Hair Dark"
6099,Female,449,Dark,2,"Crazy Hair,Welding Goggles"
6100,Male,2079,Light,3,"Eye Patch,Mustache,Vampire Hair"
6101,Male,4384,Dark,3,"Bandana,Regular Shades,Smile"
6102,Female,2274,Dark,2,"Red Mohawk,Regular Shades"
6103,Male,7803,Light,3,"Earring,Horned Rim Glasses,Peak Spike"
6104,Female,1614,Albino,4,"Clown Eyes Blue,Hot Lipstick,Mole,Wild Blonde"
6105,Male,1803,Dark,2,"Big Beard,Shaved Head"
6106,Male,4796,Mid,3,"Chinstrap,Frown,Hoodie"
6107,Female,3401,Dark,3,"Blue Eye Shadow,Crazy Hair,Gold Chain"
6108,Male,8337,Mid,2,"Clown Eyes Green,Headband"
6109,Male,8398,Mid,2,"Clown Eyes Green,Mohawk"
6110,Female,9294,Light,3,"Cigarette,Hot Lipstick,Mohawk"
6111,Female,646,Dark,3,"Earring,Hot Lipstick,Pigtails"
6112,Male,5293,Mid,4,"Earring,Eye Patch,Frown,Mohawk Thin"
6113,Female,2963,Dark,3,"Horned Rim Glasses,Messy Hair,Silver Chain"
6114,Male,3934,Dark,2,"Handlebars,Police Cap"
6115,Female,9048,Albino,2,"Mohawk Dark,Purple Lipstick"
6116,Female,2476,Mid,4,"Blue Eye Shadow,Cigarette,Purple Lipstick,Straight Hair Dark"
6117,Male,7688,Dark,4,"Earring,Knitted Cap,Muttonchops,Regular Shades"
6118,Male,6931,Mid,3,"Eye Patch,Normal Beard,Peak Spike"
6119,Male,8482,Light,3,"Cigarette,Clown Eyes Blue,Crazy Hair"
6120,Male,1771,Mid,3,"Big Beard,Cap Forward,Small Shades"
6121,Male,2542,Dark,2,"Clown Hair Green,Goat"
6122,Male,6697,Dark,3,"Earring,Mustache,Wild Hair"
6123,Male,6566,Mid,2,"Bandana,Luxurious Beard"
6124,Male,5865,Light,2,"Do-rag,Vape"
6125,Female,8400,Dark,4,"Black Lipstick,Cigarette,Clown Eyes Green,Frumpy Hair"
6126,Male,8305,Dark,4,"Earring,Messy Hair,Shadow Beard,Small Shades"
6127,Male,8368,Mid,3,"Clown Eyes Green,Earring,Mohawk Dark"
6128,Male,4037,Dark,2,"Eye Patch,Police Cap"
6129,Male,6311,Mid,3,"Do-rag,Luxurious Beard,Regular Shades"
6130,Male,6039,Light,2,"Front Beard,Mohawk Dark"
6131,Male,4466,Light,3,"Earring,Goat,Horned Rim Glasses"
6132,Male,7962,Mid,4,"Cigarette,Mohawk Thin,Shadow Beard,VR"
6133,Female,3592,Mid,3,"Hot Lipstick,Purple Eye Shadow,Tassle Hat"
6134,Male,7722,Albino,2,"Frumpy Hair,Muttonchops"
6135,Male,4914,Mid,3,"Hoodie,Muttonchops,Regular Shades"
6136,Female,5712,Light,3,"Bandana,Black Lipstick,Blue Eye Shadow"
6137,Male,4868,Mid,3,"Hoodie,Normal Beard Black,Small Shades"
6138,Male,3235,Light,4,"Earring,Horned Rim Glasses,Purple Hair,Shadow Beard,Hidden Earring"
6139,Male,929,Albino,3,"Mohawk,Normal Beard Black,Spots"
6140,Male,918,Dark,3,"Frown,Spots,Wild Hair"
6141,Female,691,Light,3,"Pink With Hat,Pipe,Purple Lipstick"
6142,Male,7670,Light,4,"Cigarette,Clown Eyes Blue,Earring,Peak Spike"
6143,Male,5842,Dark,4,"Earring,Mohawk Thin,Mustache,Vape"
6144,Female,3670,Dark,4,"Clown Eyes Blue,Earring,Hot Lipstick,Tassle Hat,Hidden Earring"
6145,Ape,48,Ape,3,"Cap,Cigarette,Earring"
6146,Male,2913,Dark,3,"Do-rag,Shadow Beard,Silver Chain"
6147,Male,7410,Albino,2,"Do-rag,VR"
6148,Male,4178,Light,2,"Clown Nose,Mohawk"
6149,Female,9798,Albino,2,"Big Shades,Stringy Hair"
6150,Female,2569,Mid,3,"Clown Eyes Green,Purple Lipstick,Straight Hair Dark"
6151,Male,4804,Albino,3,"3D Glasses,Handlebars,Hoodie"
6152,Female,3509,Dark,3,"Blue Eye Shadow,Medical Mask,Stringy Hair"
6153,Male,27,Mid,6,"Clown Nose,Earring,Goat,Horned Rim Glasses,Medical Mask,Messy Hair"
6154,Male,1808,Dark,3,"Big Beard,Clown Eyes Blue,Peak Spike"
6155,Female,1990,Light,3,"Blonde Bob,Blue Eye Shadow,Cigarette"
6156,Male,2921,Mid,2,"Shaved Head,Silver Chain"
6157,Male,9886,Dark,2,"Bandana,Classic Shades"
6158,Female,2487,Mid,2,"Blue Eye Shadow,Straight Hair Dark"
6159,Male,6457,Dark,3,"3D Glasses,Earring,Mohawk Thin"
6160,Male,7854,Light,3,"Eye Patch,Knitted Cap,Pipe"
6161,Female,8766,Light,2,"Crazy Hair,Horned Rim Glasses"
6162,Male,1839,Light,4,"Big Beard,Earring,Horned Rim Glasses,Knitted Cap"
6163,Female,637,Dark,2,"Mole,Pigtails"
6164,Female,114,Dark,3,"Blonde Bob,Choker,Cigarette"
6165,Female,250,Light,2,"Earring,Tiara"
6166,Male,4866,Mid,3,"Eye Mask,Hoodie,Normal Beard Black"
6167,Male,5066,Light,2,"Cap,Front Beard Dark"
6168,Male,6012,Dark,3,"Front Beard,Headband,Nerd Glasses"
6169,Female,2741,Mid,2,"Purple Eye Shadow,Straight Hair"
6170,Female,7909,Dark,2,"Messy Hair,Pipe"
6171,Male,6173,Mid,3,"Chinstrap,Mohawk,Small Shades"
6172,Male,6841,Dark,4,"Earring,Mohawk,Nerd Glasses,Normal Beard Black"
6173,Male,3554,Dark,2,"Medical Mask,Mohawk Dark"
6174,Male,3841,Mid,3,"Fedora,Muttonchops,Small Shades"
6175,Female,8725,Mid,3,"Classic Shades,Crazy Hair,Earring"
6176,Male,5506,Mid,3,"Handlebars,VR,Wild Hair"
6177,Male,9494,Light,3,"Regular Shades,Shadow Beard,Wild Hair"
6178,Female,2721,Mid,4,"Classic Shades,Earring,Medical Mask,Straight Hair,Hidden Earring"
6179,Male,7191,Mid,3,"Cigarette,Eye Mask,Stringy Hair"
6180,Male,6432,Light,2,"Knitted Cap,Luxurious Beard"
6181,Male,4112,Dark,3,"Clown Nose,Front Beard,Stringy Hair"
6182,Female,209,Mid,2,"Green Eye Shadow,Tiara"
6183,Female,2770,Light,3,"Pipe,Straight Hair,VR"
6184,Female,1537,Light,3,"Green Eye Shadow,Pipe,Wild Blonde"
6185,Male,7031,Light,2,"Mohawk Thin,Normal Beard"
6186,Female,2217,Mid,3,"Clown Eyes Blue,Earring,Red Mohawk"
6187,Female,1602,Albino,2,"Clown Eyes Green,Straight Hair Blonde"
6188,Male,1022,Mid,4,"Earring,Front Beard Dark,Rosy Cheeks,Shaved Head"
6189,Male,3894,Light,2,"Big Shades,Fedora"
6190,Female,3740,Albino,3,"Cigarette,Earring,Tassle Hat,Hidden Earring"
6191,Female,2359,Light,3,"Half Shaved,Hot Lipstick,Mole"
6192,Male,5622,Dark,2,"Bandana,Handlebars"
6193,Male,5154,Dark,4,"Earring,Eye Patch,Front Beard Dark,Stringy Hair"
6194,Male,1846,Light,3,"Big Beard,Eye Patch,Mohawk Thin"
6195,Male,7281,Mid,4,"Big Shades,Crazy Hair,Earring,Goat"
6196,Male,6381,Light,3,"Clown Eyes Blue,Knitted Cap,Luxurious Beard"
6197,Female,8354,Dark,2,"Clown Eyes Green,Knitted Cap"
6198,Male,7554,Dark,2,"Do-rag,Horned Rim Glasses"
6199,Female,965,Dark,2,"Frumpy Hair,Spots"
6200,Male,3447,Dark,3,"Big Shades,Gold Chain,Mohawk"
6201,Female,2623,Mid,2,"Regular Shades,Straight Hair Dark"
6202,Male,7399,Albino,3,"Big Shades,Pipe,Shaved Head"
6203,Male,5188,Light,4,"Chinstrap,Frown,Horned Rim Glasses,Mohawk Dark"
6204,Male,1371,Light,3,"Cowboy Hat,Front Beard,Small Shades"
6205,Female,5377,Dark,3,"Hot Lipstick,Mohawk Dark,Purple Eye Shadow"
6206,Female,4399,Dark,2,"Hot Lipstick,Purple Eye Shadow"
6207,Male,7415,Light,2,"Shaved Head,VR"
6208,Male,4565,Mid,2,"Earring,Shadow Beard"
6209,Male,7110,Light,3,"Cap,Eye Mask,Pipe"
6210,Male,3582,Mid,3,"Bandana,Classic Shades,Medical Mask"
6211,Male,5545,Dark,3,"Eye Patch,Handlebars,Knitted Cap"
6212,Male,7647,Light,2,"Cap,Muttonchops"
6213,Male,9775,Light,3,"Horned Rim Glasses,Shadow Beard,Stringy Hair"
6214,Male,4672,Mid,3,"Cap Forward,Eye Mask,Goat"
6215,Female,1165,Light,3,"Blonde Short,Purple Lipstick,Regular Shades"
6216,Female,1536,Albino,3,"Green Eye Shadow,Straight Hair Blonde,Vape"
6217,Male,7901,Light,3,"Earring,Pipe,Wild Hair"
6218,Male,1465,Light,4,"Cowboy Hat,Earring,Mole,Nerd Glasses"
6219,Male,948,Albino,3,"Cigarette,Crazy Hair,Spots"
6220,Male,7041,Albino,2,"Frumpy Hair,Normal Beard"
6221,Female,2017,Dark,4,"Cigarette,Earring,Green Eye Shadow,Half Shaved,Hidden Earring"
6222,Male,8330,Albino,3,"Clown Eyes Green,Earring,Headband"
6223,Female,5408,Light,3,"Black Lipstick,Purple Eye Shadow,Wild Hair"
6224,Female,2719,Dark,4,"Clown Eyes Green,Earring,Medical Mask,Straight Hair,Hidden Earring"
6225,Male,4478,Light,1,Pipe
6226,Male,3236,Mid,4,"Earring,Horned Rim Glasses,Purple Hair,Shadow Beard,Hidden Earring"
6227,Female,6395,Mid,2,"3D Glasses,Headband"
6228,Male,6792,Mid,3,"Classic Shades,Headband,Normal Beard Black"
6229,Male,3304,Dark,5,"Cigarette,Earring,Eye Patch,Knitted Cap,Smile"
6230,Female,9318,Dark,2,"Cigarette,Mohawk"
6231,Female,113,Mid,3,"Choker,Half Shaved,Hot Lipstick"
6232,Male,6567,Mid,2,"3D Glasses,Bandana"
6233,Male,4033,Dark,4,"Cigarette,Eye Patch,Police Cap,Shadow Beard"
6234,Male,7046,Albino,3,"Classic Shades,Normal Beard,Wild Hair"
6235,Female,7851,Dark,3,"Crazy Hair,Hot Lipstick,Pipe"
6236,Male,7379,Light,3,"Muttonchops,Regular Shades,Shaved Head"
6237,Male,1363,Light,3,"3D Glasses,Cowboy Hat,Handlebars"
6238,Male,6612,Mid,2,"Cap,Mustache"
6239,Female,1705,Dark,3,"Earring,Mole,Wild Blonde"
6240,Male,3409,Light,4,"3D Glasses,Earring,Frumpy Hair,Gold Chain"
6241,Male,4949,Mid,3,"Clown Eyes Blue,Hoodie,Mole"
6242,Female,880,Mid,2,"Blonde Bob,Spots"
6243,Female,2237,Light,4,"Classic Shades,Half Shaved,Hot Lipstick,Mole"
6244,Male,4526,Mid,1,Mole
6245,Female,7873,Mid,4,"Black Lipstick,Earring,Mohawk,Pipe"
6246,Male,9120,Dark,4,"Mohawk Thin,Mole,Regular Shades,Shadow Beard"
6247,Male,4663,Light,3,"Cap Forward,Normal Beard,Small Shades"
6248,Male,7910,Light,2,"Messy Hair,Pipe"
6249,Female,2567,Light,3,"Clown Eyes Green,Purple Lipstick,Straight Hair Dark"
6250,Female,263,Light,2,"Orange Side,Purple Eye Shadow"
6251,Male,6276,Dark,4,"3D Glasses,Do-rag,Earring,Mustache"
6252,Male,812,Mid,4,"Big Shades,Goat,Pipe,Top Hat"
6253,Female,2701,Light,2,"Cigarette,Straight Hair Dark"
6254,Male,5608,Mid,4,"Bandana,Earring,Eye Patch,Handlebars"
6255,Female,690,Mid,3,"Eye Mask,Pink With Hat,Purple Lipstick"
6256,Female,1205,Mid,3,"Blonde Short,Earring,Hot Lipstick"
6257,Female,9947,Dark,3,"Bandana,Black Lipstick,Cigarette"
6258,Male,8986,Mid,2,"Mohawk Dark,Shadow Beard"
6259,Female,9301,Light,3,"Earring,Hot Lipstick,Mohawk Thin"
6260,Male,7865,Light,3,"Earring,Mohawk Dark,Pipe"
6261,Male,7857,Dark,3,"Big Shades,Knitted Cap,Pipe"
6262,Male,1752,Dark,5,"Big Beard,Cap,Earring,Mole,Nerd Glasses"
6263,Female,2732,Mid,3,"Black Lipstick,Purple Eye Shadow,Straight Hair"
6264,Male,3963,Albino,2,"3D Glasses,Police Cap"
6265,Female,2787,Mid,4,"Black Lipstick,Clown Eyes Blue,Earring,Straight Hair,Hidden Earring"
6266,Male,896,Dark,3,"Medical Mask,Shaved Head,Spots"
6267,Male,6633,Albino,4,"Crazy Hair,Earring,Eye Patch,Mustache"
6268,Male,6309,Dark,3,"Classic Shades,Luxurious Beard,Shaved Head"
6269,Male,6520,Dark,4,"Earring,Horned Rim Glasses,Luxurious Beard,Messy Hair"
6270,Female,738,Mid,2,"Mole,Pink With Hat"
6271,Male,4204,Mid,3,"Bandana,Classic Shades,Clown Nose"
6272,Female,8352,Mid,2,"Clown Eyes Green,Crazy Hair"
6273,Female,3621,Dark,3,"Cigarette,Green Eye Shadow,Tassle Hat"
6274,Male,6814,Dark,4,"Earring,Knitted Cap,Normal Beard Black,Regular Shades"
6275,Zombie,549,Zombie,2,"Mohawk Dark,Shadow Beard"
6276,Male,7581,Dark,2,"Mole,Shaved Head"
6277,Female,1882,Mid,4,"Blonde Bob,Earring,Green Eye Shadow,Silver Chain,Hidden Earring"
6278,Female,9674,Mid,3,"Cigarette,Messy Hair,Nerd Glasses"
6279,Male,1080,Dark,2,"Frumpy Hair,Rosy Cheeks"
6280,Male,1469,Light,2,"Cowboy Hat,Nerd Glasses"
6281,Female,3073,Mid,3,"Black Lipstick,Dark Hair,Nerd Glasses"
6282,Male,6109,Dark,3,"Bandana,Front Beard,Nerd Glasses"
6283,Male,3404,Mid,3,"Front Beard,Gold Chain,Stringy Hair"
6284,Male,6691,Mid,3,"Earring,Frumpy Hair,Mustache"
6285,Female,5736,Mid,2,"Green Eye Shadow,Headband"
6286,Female,2036,Mid,3,"Black Lipstick,Half Shaved,Vape"
6287,Male,3875,Dark,2,"Classic Shades,Fedora"
6288,Female,4479,Mid,1,Pipe
6289,Male,4310,Dark,4,"Mohawk Dark,Shadow Beard,Small Shades,Smile"
6290,Female,9797,Light,3,"Big Shades,Hot Lipstick,Stringy Hair"
6291,Male,4345,Dark,3,"Mohawk,Regular Shades,Smile"
6292,Female,5639,Mid,2,"Blue Eye Shadow,Headband"
6293,Female,4107,Light,4,"Clown Nose,Green Eye Shadow,Hot Lipstick,Knitted Cap"
6294,Female,8721,Light,3,"Classic Shades,Crazy Hair,Hot Lipstick"
6295,Male,3350,Light,5,"Cigarette,Earring,Eye Patch,Normal Beard Black,Stringy Hair"
6296,Male,2632,Albino,2,"Big Shades,Clown Hair Green"
6297,Zombie,481,Zombie,3,"Cigarette,Nerd Glasses,Top Hat"
6298,Female,8344,Dark,3,"Clown Eyes Green,Crazy Hair,Purple Lipstick"
6299,Male,9898,Light,2,"Bandana,Shadow Beard"
6300,Female,9038,Mid,4,"Earring,Hot Lipstick,Mohawk Dark,Mole"
6301,Male,5148,Mid,4,"Earring,Front Beard Dark,Messy Hair,Nerd Glasses"
6302,Female,2994,Mid,3,"Blue Eye Shadow,Dark Hair,Mole"
6303,Male,5257,Light,3,"Cap,Frown,Small Shades"
6304,Zombie,545,Zombie,2,"Crazy Hair,Regular Shades"
6305,Female,7891,Dark,2,"Frumpy Hair,Pipe"
6306,Male,4760,Dark,2,"Cap Forward,Horned Rim Glasses"
6307,Male,2959,Albino,3,"Shadow Beard,Silver Chain,Wild Hair"
6308,Male,4834,Dark,2,"Chinstrap,Hoodie"
6309,Female,2291,Dark,3,"Horned Rim Glasses,Hot Lipstick,Red Mohawk"
6310,Male,7913,Light,3,"Horned Rim Glasses,Pipe,Stringy Hair"
6311,Male,2172,Light,2,"Small Shades,Vampire Hair"
6312,Male,7878,Albino,2,"Mohawk Thin,Pipe"
6313,Male,9094,Light,4,"Cigarette,Classic Shades,Mohawk,Shadow Beard"
6314,Male,7659,Albino,3,"Peak Spike,Shadow Beard,Small Shades"
6315,Male,4003,Light,3,"Muttonchops,Police Cap,VR"
6316,Male,6518,Light,3,"3D Glasses,Messy Hair,Shadow Beard"
6317,Male,6543,Mid,3,"3D Glasses,Earring,Stringy Hair"
6318,Male,7150,Light,4,"Earring,Eye Mask,Mohawk,Mole"
6319,Male,1769,Light,2,"Big Beard,Big Shades"
6320,Female,2899,Mid,3,"3D Glasses,Messy Hair,Silver Chain"
6321,Female,8402,Light,4,"Cigarette,Clown Eyes Green,Frumpy Hair,Purple Lipstick"
6322,Male,2366,Dark,2,"Mole,Vampire Hair"
6323,Female,9164,Dark,2,"Mohawk Thin,Regular Shades"
6324,Female,8411,Light,2,"Clown Eyes Green,Frumpy Hair"
6325,Male,8919,Light,3,"Earring,Knitted Cap,Mole"
6326,Female,2662,Albino,2,"Black Lipstick,Clown Hair Green"
6327,Male,7493,Dark,3,"Do-rag,Regular Shades,Shadow Beard"
6328,Male,2954,Mid,2,"Mohawk,Silver Chain"
6329,Female,2774,Light,3,"Purple Lipstick,Straight Hair,VR"
6330,Male,7252,Mid,3,"Cap,Goat,Regular Shades"
6331,Female,5397,Light,2,"Mohawk Thin,Purple Eye Shadow"
6332,Male,4485,Dark,1,VR
6333,Male,6952,Light,4,"Big Shades,Cap,Cigarette,Normal Beard"
6334,Male,3417,Dark,4,"Do-rag,Gold Chain,Shadow Beard,Small Shades"
6335,Male,7714,Dark,3,"Earring,Mohawk Thin,Muttonchops"
6336,Male,86,Mid,2,"Beanie,Shadow Beard"
6337,Male,9011,Light,2,"Big Shades,Mohawk Dark"
6338,Female,1533,Light,2,"Blue Eye Shadow,Wild Blonde"
6339,Male,4513,Light,1,Horned Rim Glasses
6340,Female,3092,Mid,4,"Dark Hair,Earring,Hot Lipstick,Mole,Hidden Earring"
6341,Female,4553,Dark,2,"Clown Eyes Blue,Mole"
6342,Male,1435,Mid,3,"Cowboy Hat,Earring,Small Shades"
6343,Female,5802,Mid,3,"Green Eye Shadow,Purple Lipstick,Wild Hair"
6344,Male,3237,Mid,4,"Cigarette,Nerd Glasses,Purple Hair,Shadow Beard"
6345,Female,403,Light,3,"Black Lipstick,Welding Goggles,Wild White Hair"
6346,Male,7137,Dark,2,"Eye Mask,Knitted Cap"
6347,Female,5738,Mid,4,"Black Lipstick,Cigarette,Crazy Hair,Green Eye Shadow"
6348,Female,464,Dark,2,"Frumpy Hair,Welding Goggles"
6349,Male,5889,Light,4,"Earring,Headband,Shadow Beard,Vape"
6350,Female,1679,Mid,4,"Earring,Hot Lipstick,Nerd Glasses,Straight Hair Blonde,Hidden Earring"
6351,Male,2864,Dark,3,"Fedora,Front Beard,Silver Chain"
6352,Female,1282,Dark,3,"Clown Eyes Blue,Hot Lipstick,Wild White Hair"
6353,Male,7537,Mid,4,"Big Shades,Cigarette,Earring,Shaved Head"
6354,Male,5231,Mid,3,"Earring,Frown,Shaved Head"
